Date,Open,High,Low,Close,Adj Close,Volume
2005-10-20,119.980003,122.08000200000001,118.709999,118.75,103.515831,9035700
2005-10-21,119.800003,119.980003,118.019997,118.769997,103.533295,5417800
2005-10-24,119.699997,123.470001,119.199997,123.300003,107.48213999999999,5516500
2005-10-25,122.519997,124.839996,122.32,123.550003,107.70003500000001,5102600
2005-10-26,123.25,124.989998,122.650002,124.25,108.310272,4170000
2005-10-27,123.800003,124.900002,122.019997,122.43,106.723717,4132200
2005-10-28,123.699997,124.75,122.589996,124.559998,108.580475,3520700
2005-10-31,125.0,127.379997,124.949997,126.370003,110.158272,3816000
2005-11-01,126.699997,126.889999,124.800003,126.599998,110.35878799999999,3914900
2005-11-02,126.0,129.440002,126.0,129.130005,112.564232,4266100
2005-11-03,130.0,130.0,128.08999599999999,129.199997,112.62523700000001,5002600
2005-11-04,129.75,131.179993,128.899994,130.96000700000002,114.159447,4093400
2005-11-07,130.5,131.690002,128.669998,129.149994,112.58161899999999,3561400
2005-11-08,128.350006,128.360001,127.220001,127.519997,111.160728,2944500
2005-11-09,127.839996,129.729996,127.5,128.699997,112.18935400000001,2655400
2005-11-10,128.149994,130.330002,127.779999,130.08999599999999,113.40108500000001,3174500
2005-11-11,129.449997,130.630005,129.270004,130.0,113.32258600000002,2134000
2005-11-14,130.320007,130.320007,128.600006,129.240005,112.660118,1799300
2005-11-15,129.699997,129.759995,127.059998,127.970001,111.55304,2356400
2005-11-16,128.350006,128.470001,126.559998,128.179993,111.736092,2538900
2005-11-17,128.0,130.41000400000001,127.860001,130.41000400000001,113.68,2595400
2005-11-18,131.899994,131.899994,129.809998,131.580002,114.699905,2616000
2005-11-21,131.25,132.479996,130.490005,132.41000400000001,115.42341599999999,2084400
2005-11-22,131.800003,132.990005,130.809998,132.600006,115.58904299999999,2392300
2005-11-23,132.610001,134.990005,132.610001,134.080002,116.879173,3139800
2005-11-25,134.199997,134.889999,134.029999,134.119995,116.91408500000001,808200
2005-11-28,134.300003,134.300003,130.83999599999999,131.100006,114.281479,2759900
2005-11-29,132.0,132.429993,129.050003,130.449997,113.714882,3095500
2005-11-30,130.449997,131.270004,128.440002,128.96000700000002,112.416031,3016000
2005-12-01,130.5,131.66000400000001,129.610001,130.279999,113.566673,2497400
2005-12-02,130.149994,131.759995,130.009995,131.080002,114.264046,1891400
2005-12-05,130.75,133.669998,129.419998,133.050003,115.98130800000001,2709600
2005-12-06,133.949997,134.16000400000001,130.850006,131.309998,114.46453100000001,3019000
2005-12-07,130.679993,131.100006,128.850006,129.889999,113.2267,2646300
2005-12-08,129.050003,130.020004,127.760002,128.639999,112.13707,3191000
2005-12-09,129.149994,130.050003,128.440002,129.66000400000001,113.02624499999999,1878800
2005-12-12,130.399994,131.020004,128.509995,130.009995,113.331329,2006300
2005-12-13,128.800003,131.889999,128.509995,131.639999,114.752197,3430800
2005-12-14,131.080002,131.899994,129.350006,129.630005,113.000092,3471600
2005-12-15,128.25,129.600006,127.599998,128.300003,111.84069099999999,5480900
2005-12-16,127.660004,127.860001,126.110001,126.5,110.271629,5437100
2005-12-19,127.300003,127.400002,124.449997,125.129997,109.077354,4217400
2005-12-20,124.699997,126.230003,124.339996,125.860001,109.713722,4094300
2005-12-21,126.349998,128.300003,126.110001,127.309998,110.97769199999999,3694400
2005-12-22,127.550003,128.25,126.690002,127.989998,111.57048,2437100
2005-12-23,127.949997,128.470001,127.400002,128.110001,111.675049,1670200
2005-12-27,128.699997,129.399994,127.83000200000001,128.259995,111.805824,2826500
2005-12-28,128.300003,128.809998,127.639999,127.980003,111.56176799999999,1809100
2005-12-29,127.449997,128.740005,127.449997,128.020004,111.59661100000001,1684500
2005-12-30,127.150002,128.070007,126.699997,127.709999,111.326378,1962500
2006-01-03,126.699997,129.440002,124.230003,128.869995,112.337547,6188700
2006-01-04,127.349998,128.91000400000001,126.379997,127.089996,110.78588899999998,4861600
2006-01-05,126.0,127.32,125.610001,127.040001,110.74233999999998,3717400
2006-01-06,127.290001,129.25,127.290001,128.83999599999999,112.311401,4319600
2006-01-09,128.5,130.619995,128.0,130.389999,113.662605,4723500
2006-01-10,130.050003,132.949997,130.020004,132.029999,115.09216299999999,5536800
2006-01-11,131.449997,133.800003,131.419998,131.970001,115.039856,4671400
2006-01-12,131.399994,133.21000700000002,131.380005,132.25,115.283974,3725500
2006-01-13,132.020004,133.66000400000001,131.899994,133.259995,116.16436000000002,2894900
2006-01-17,131.0,133.130005,130.58999599999999,132.58999599999999,115.580353,3621600
2006-01-18,131.059998,132.679993,131.009995,132.369995,115.388535,4302700
2006-01-19,132.720001,134.820007,132.71000700000002,133.820007,116.652527,5010700
2006-01-20,132.850006,134.059998,131.25,131.440002,114.792313,5679900
2006-01-23,131.639999,134.179993,131.639999,132.869995,116.041206,3847900
2006-01-24,132.630005,134.08999599999999,132.33999599999999,133.0,116.154701,3758000
2006-01-25,133.649994,134.03999299999998,132.46000700000002,133.559998,116.643829,3740500
2006-01-26,133.009995,138.360001,133.009995,137.399994,119.997452,4808200
2006-01-27,137.929993,139.75,137.100006,138.940002,121.3424,3687900
2006-01-30,139.550003,140.639999,138.71000700000002,139.869995,122.15461699999999,3168600
2006-01-31,139.729996,141.860001,138.449997,141.25,123.35981000000001,4906200
2006-02-01,141.399994,142.949997,140.429993,141.71000700000002,123.76154299999999,3635900
2006-02-02,142.270004,143.770004,141.399994,142.520004,124.468948,3711000
2006-02-03,141.550003,143.119995,140.699997,142.740005,124.661102,4178900
2006-02-06,142.610001,144.100006,141.600006,142.820007,124.730995,3849300
2006-02-07,142.350006,143.309998,139.479996,139.479996,121.81397199999999,5207700
2006-02-08,140.100006,141.929993,139.320007,141.139999,123.26376299999998,4481400
2006-02-09,141.139999,142.850006,140.490005,140.850006,123.01048999999999,3059500
2006-02-10,140.669998,141.850006,137.800003,140.809998,122.975555,4433100
2006-02-13,139.649994,141.800003,139.149994,139.649994,121.962479,2155200
2006-02-14,141.199997,142.320007,138.770004,141.779999,123.822708,3003100
2006-02-15,142.0,145.5,141.399994,145.139999,126.75711799999999,4330700
2006-02-16,146.100006,146.350006,144.21000700000002,145.899994,127.420822,2847300
2006-02-17,146.190002,146.220001,144.059998,145.53999299999998,127.106445,2407200
2006-02-21,145.559998,145.75,143.009995,143.449997,125.281158,2539800
2006-02-22,143.449997,145.529999,143.229996,145.529999,127.097725,2664200
2006-02-23,145.610001,145.610001,143.78999299999998,143.96000700000002,125.726593,2457400
2006-02-24,143.050003,145.399994,143.050003,144.16000400000001,125.90123,2314700
2006-02-27,144.809998,145.25,143.33999599999999,143.820007,125.60434,2282200
2006-02-28,143.600006,144.16000400000001,141.110001,141.28999299999998,123.39473000000001,3911700
2006-03-01,141.979996,143.740005,141.559998,143.149994,125.019173,2989900
2006-03-02,143.070007,144.860001,142.240005,144.0,125.761559,2902300
2006-03-03,143.5,147.479996,143.100006,146.0,127.508255,4042700
2006-03-06,146.53999299999998,147.080002,144.309998,145.020004,126.65231299999999,2900600
2006-03-07,144.369995,144.46000700000002,143.169998,144.279999,126.00608100000001,2775400
2006-03-08,143.550003,144.669998,141.259995,142.490005,124.44274899999999,3633100
2006-03-09,142.66000400000001,143.399994,141.199997,141.699997,123.752853,2262100
2006-03-10,141.630005,142.449997,140.149994,141.529999,123.60439299999999,3247000
2006-03-13,141.550003,142.949997,139.179993,140.720001,122.896904,4945700
2006-03-14,145.919998,149.5,145.619995,149.419998,130.495026,11360100
2006-03-15,148.300003,149.639999,147.58999599999999,149.0,130.12825,7557100
2006-03-16,149.100006,149.690002,147.449997,147.690002,128.984177,6025800
2006-03-17,148.25,151.53999299999998,148.029999,150.360001,131.31601,6670000
2006-03-20,150.050003,152.66000400000001,149.800003,152.179993,132.905502,4896800
2006-03-21,151.610001,152.0,149.009995,149.399994,130.477554,4460600
2006-03-22,148.300003,152.360001,148.300003,151.820007,132.591095,3770800
2006-03-23,151.169998,151.96000700000002,150.449997,151.669998,132.460037,3852700
2006-03-24,151.679993,152.570007,150.880005,152.169998,132.896698,2651700
2006-03-27,152.130005,155.360001,152.130005,155.0,135.368271,4314600
2006-03-28,155.009995,157.820007,154.16000400000001,154.16000400000001,134.63468899999998,6481600
2006-03-29,154.899994,157.570007,154.83999599999999,156.899994,137.027679,4458100
2006-03-30,157.729996,159.630005,155.71000700000002,156.809998,136.949066,4771000
2006-03-31,157.0,158.380005,156.25,156.96000700000002,137.080048,3298400
2006-04-03,157.990005,159.880005,156.919998,158.119995,138.093109,3979800
2006-04-04,158.119995,161.360001,158.119995,161.0,140.608322,5088800
2006-04-05,160.5,161.919998,160.0,160.75,140.39003,4191500
2006-04-06,160.070007,162.070007,160.070007,162.03999299999998,141.516571,4180900
2006-04-07,162.03999299999998,163.16000400000001,159.889999,161.020004,140.625809,4964100
2006-04-10,162.5,164.050003,161.449997,162.46000700000002,141.883453,4470700
2006-04-11,163.0,163.300003,158.509995,159.149994,138.99263,4962800
2006-04-12,159.630005,160.300003,158.399994,159.520004,139.315887,3404000
2006-04-13,158.449997,159.690002,158.199997,159.429993,139.237244,2217100
2006-04-17,160.25,163.21000700000002,160.0,161.940002,141.42929099999998,3381700
2006-04-18,162.75,166.179993,161.320007,165.550003,144.582062,4828300
2006-04-19,164.550003,167.570007,163.600006,167.050003,145.89213600000002,4670400
2006-04-20,166.059998,169.309998,166.059998,168.550003,147.202148,4893900
2006-04-21,168.619995,168.66000400000001,165.320007,165.889999,145.18043500000002,3591500
2006-04-24,165.5,166.270004,163.5,165.350006,144.707901,3431400
2006-04-25,165.350006,165.600006,161.759995,162.800003,142.476196,3361400
2006-04-26,163.5,164.649994,162.199997,163.399994,143.001312,3032600
2006-04-27,163.350006,165.78999299999998,162.100006,163.970001,143.50018300000002,4063900
2006-04-28,163.809998,164.889999,158.649994,160.28999299999998,140.27958700000002,5349000
2006-05-01,160.300003,161.669998,156.080002,156.449997,136.918991,5652300
2006-05-02,157.600006,160.0,157.119995,158.830002,139.001831,3710700
2006-05-03,159.5,159.850006,157.75,159.149994,139.281891,2521000
2006-05-04,159.16000400000001,160.330002,158.0,158.03999299999998,138.310471,2554600
2006-05-05,159.75,164.600006,159.690002,164.389999,143.867722,3737500
2006-05-08,164.389999,166.550003,162.199997,163.529999,143.115128,2395700
2006-05-09,163.75,166.259995,163.699997,165.75,145.057922,2615300
2006-05-10,164.850006,165.41000400000001,162.050003,164.08999599999999,143.605164,3215800
2006-05-11,164.380005,164.490005,158.600006,159.279999,139.395676,3639600
2006-05-12,158.75,159.699997,156.070007,156.110001,136.621475,4579300
2006-05-15,154.600006,157.0,151.110001,153.139999,134.022171,6119200
2006-05-16,153.600006,155.110001,150.619995,152.699997,133.637085,4016000
2006-05-17,150.850006,151.149994,147.0,148.21000700000002,129.707657,7477600
2006-05-18,149.360001,150.25,146.25,147.029999,128.674911,6076200
2006-05-19,148.300003,150.449997,146.75,149.41000400000001,130.75784299999998,6502500
2006-05-22,148.509995,148.509995,143.33999599999999,146.149994,127.90477,8472600
2006-05-23,148.050003,148.880005,143.699997,143.699997,125.76061200000001,5606600
2006-05-24,143.649994,145.58999599999999,140.419998,143.919998,125.95316299999999,8759600
2006-05-25,145.199997,147.320007,144.679993,147.320007,128.928787,5611300
2006-05-26,150.0,152.940002,149.470001,152.940002,133.847137,5749700
2006-05-30,151.0,151.949997,149.25,149.830002,131.125397,5217200
2006-05-31,151.300003,152.389999,149.149994,150.949997,132.105591,5262200
2006-06-01,150.919998,153.58999599999999,150.190002,153.550003,134.381012,4206200
2006-06-02,155.5,157.0,153.600006,154.08999599999999,134.853592,4253400
2006-06-05,154.949997,156.28999299999998,149.850006,150.399994,131.62423700000002,5400000
2006-06-06,151.389999,152.059998,147.5,149.240005,130.609024,6562400
2006-06-07,149.25,152.529999,148.300003,149.949997,131.230423,4319900
2006-06-08,148.800003,150.669998,144.5,149.759995,131.064102,7885500
2006-06-09,151.0,152.100006,148.990005,149.889999,131.177887,4407300
2006-06-12,150.300003,150.720001,145.0,145.0,126.89836899999999,5860300
2006-06-13,144.5,145.5,138.009995,139.25,121.866173,15679700
2006-06-14,139.75,141.759995,136.78999299999998,138.5,121.20983100000001,10541300
2006-06-15,140.399994,145.190002,140.070007,144.119995,126.12818100000001,10870200
2006-06-16,143.300003,144.58999599999999,142.610001,144.0,126.023224,6368000
2006-06-19,144.979996,145.75,142.949997,143.75,125.804451,6517300
2006-06-20,144.649994,145.990005,143.58999599999999,145.259995,127.125946,5808700
2006-06-21,145.770004,150.320007,145.5,149.830002,131.125397,7645900
2006-06-22,149.71000700000002,150.5,146.949997,148.309998,129.79513500000002,4402000
2006-06-23,147.850006,149.399994,147.21000700000002,147.919998,129.453827,3488000
2006-06-26,148.919998,149.949997,148.100006,149.899994,131.186646,3799600
2006-06-27,149.050003,150.889999,147.16000400000001,147.16000400000001,128.788696,3666400
2006-06-28,147.41000400000001,148.5,145.070007,146.490005,128.202393,4907100
2006-06-29,148.100006,152.199997,146.350006,152.199997,133.199509,6656800
2006-06-30,152.199997,152.720001,149.5,150.429993,131.650497,5973300
2006-07-03,151.929993,152.78999299999998,151.33999599999999,152.449997,133.418304,3250500
2006-07-05,151.699997,151.699997,150.0,150.949997,132.105591,4478600
2006-07-06,152.28999299999998,152.300003,150.199997,150.580002,131.781815,3441000
2006-07-07,150.009995,150.5,148.440002,148.509995,129.97018400000002,3618700
2006-07-10,149.25,150.41000400000001,148.16000400000001,148.850006,130.26771499999998,2946100
2006-07-11,148.399994,149.0,146.550003,148.669998,130.110184,3817200
2006-07-12,148.699997,149.229996,145.070007,145.270004,127.13463600000001,4300100
2006-07-13,144.029999,145.199997,142.100006,142.550003,124.75421100000001,6116700
2006-07-14,143.100006,143.5,138.970001,140.100006,122.610115,5659400
2006-07-17,140.100006,142.270004,139.199997,140.869995,123.283928,4528700
2006-07-18,140.619995,142.479996,139.899994,142.33999599999999,124.570435,5874300
2006-07-19,142.699997,147.850006,142.699997,146.970001,128.62243700000002,6079400
2006-07-20,146.699997,147.800003,145.0,145.179993,127.055931,4264500
2006-07-21,145.050003,145.059998,141.800003,142.03999299999998,124.60826899999999,4682400
2006-07-24,143.300003,147.5,143.059998,146.899994,128.871841,4610700
2006-07-25,146.899994,149.669998,145.33999599999999,148.490005,130.266724,4984000
2006-07-26,147.5,148.820007,146.690002,147.380005,129.292999,3326000
2006-07-27,148.699997,149.630005,147.58999599999999,148.259995,130.064941,4085900
2006-07-28,149.649994,152.350006,149.330002,151.720001,133.100311,4752200
2006-07-31,151.600006,153.729996,150.66000400000001,152.75,134.003922,4370000
2006-08-01,151.630005,151.740005,149.58999599999999,151.259995,132.69683799999999,3468500
2006-08-02,150.259995,150.5,147.53999299999998,149.899994,131.50366200000002,6139300
2006-08-03,148.75,153.149994,148.470001,152.100006,133.433716,3854000
2006-08-04,154.0,156.28999299999998,152.169998,152.990005,134.214493,4892300
2006-08-07,152.119995,154.850006,151.759995,152.649994,133.91626000000002,3029800
2006-08-08,152.649994,155.399994,150.490005,151.449997,132.863495,6199900
2006-08-09,153.5,153.75,149.600006,150.009995,131.600189,4234300
2006-08-10,149.5,152.119995,148.5,151.630005,133.021347,3782100
2006-08-11,152.350006,152.869995,149.990005,151.110001,132.565231,2576500
2006-08-14,152.479996,153.009995,149.429993,150.369995,131.91601599999998,3110900
2006-08-15,152.380005,153.990005,151.21000700000002,152.649994,133.91626000000002,4907000
2006-08-16,153.949997,155.050003,152.720001,154.990005,135.96903999999998,3563900
2006-08-17,153.899994,156.869995,153.850006,154.449997,135.495285,3365700
2006-08-18,154.449997,154.75,153.0,154.679993,135.69703700000002,2742100
2006-08-21,153.16000400000001,154.25,151.639999,153.830002,134.95138500000002,3731200
2006-08-22,154.360001,155.009995,153.050003,154.149994,135.232101,3696600
2006-08-23,153.41000400000001,154.75,152.149994,152.699997,133.959991,2811300
2006-08-24,153.550003,153.600006,150.75,151.399994,132.819626,3100000
2006-08-25,150.690002,151.419998,149.75,150.070007,131.652847,2476200
2006-08-28,148.25,150.53999299999998,147.880005,149.529999,131.179077,4151000
2006-08-29,149.600006,149.78999299999998,145.66000400000001,147.08999599999999,129.038513,4939600
2006-08-30,147.199997,147.759995,146.419998,147.059998,129.012177,2938000
2006-08-31,147.070007,148.75,147.070007,148.649994,130.40712,2834300
2006-09-01,148.699997,149.429993,147.130005,149.139999,130.83699,3453100
2006-09-05,149.75,151.509995,149.050003,151.279999,132.714294,3576000
2006-09-06,150.649994,151.440002,149.919998,150.669998,132.179214,2962200
2006-09-07,150.100006,150.679993,148.350006,148.570007,130.33691399999998,3577600
2006-09-08,151.0,151.0,147.520004,149.800003,131.415985,3277400
2006-09-11,149.25,151.229996,149.149994,151.0,132.468704,3134200
2006-09-12,154.75,159.75,154.71000700000002,158.28999299999998,138.864014,10644400
2006-09-13,157.699997,162.259995,156.809998,160.860001,141.118637,7605900
2006-09-14,159.75,163.179993,159.520004,162.520004,142.574966,5496800
2006-09-15,162.5,163.75,161.520004,162.71000700000002,142.741592,6845100
2006-09-18,162.020004,164.800003,162.0,163.220001,143.18898000000002,5733300
2006-09-19,163.080002,164.220001,162.309998,163.389999,143.338165,4851400
2006-09-20,164.630005,167.16000400000001,164.229996,166.600006,146.154236,6403800
